"Code" "Name" "Rev" "Common"
"17700" "Oporornis tolmiei" "Oporornis tolmiei" "Reinita de tupidero"
"17710" "Wilsonia citrina" "Wilsonia citrina" "Hooded warbler"
"17720" "Wilsonia pusilla" "Wilsonia pusilla" "Wilson's warbler"
"17730" "Wilsonia canadensis" "Wilsonia canadensis" "Canada warbler"
"17750" "Ergaticus ruber" "Ergaticus ruber" "NA"
"17760" "Myioborus pictus" "Myioborus pictus" "Painted Redstart"
"17770" "Myioborus miniatus" "Myioborus miniatus" "Slate-throated Redstart"
"17780" "Euthlypis lachrymosa" "Euthlypis lachrymosa" "NA"
"17790" "Basileuterus culicivorus" "Basileuterus culicivorus" "Golden-crowned Warbler"
"17800" "Basileuterus rufifrons" "Basileuterus rufifrons" "Rufous-capped Warbler"
"17810" "Peucedramus taeniatus" "Peucedramus taeniatus" "Olive Warbler"
"17820" "Icteria virens" "Icteria virens" "Sand martin"
"17830" "Coereba flaveola" "Coereba flaveola" "Bananaquit"
"17840" "Piranga bidentata" "Piranga bidentata" "Flame-colored Tanager"
"17850" "Piranga flava" "Piranga flava" "Hepatic Tanager"
"17860" "Piranga rubra" "Piranga rubra" "Summer Tanager"
"17870" "Piranga ludoviciana" "Piranga ludoviciana" "Western Tanager"
"17880" "Piranga olivacea" "Piranga olivacea" "Scarlet Tanager"
"17890" "Piranga erythrocephala" "Piranga erythrocephala" "Red-headed Tanager"
"17900" "Spindalis zena" "Spindalis zena" "Western Spindalis"
"17910" "Euphonia affinis" "Euphonia affinis" "Scrub Euphonia"
"17920" "Euphonia elegantissima" "Euphonia elegantissima" "Aguío, caciquita, monjita, eufonia capuchiceleste"
"17930" "Diglossa baritula" "Diglossa baritula" "Cinnamon-bellied Flowerpiercer"
"17940" "Atlapetes pileatus" "Atlapetes pileatus" "Rufous-capped Brushfinch"
"17950" "Atlapetes torquatus" "Atlapetes torquatus" "NA"
"17960" "Arremonops rufivirgatus" "Arremonops rufivirgatus" "Pinzón aceitunado"
"17970" "Pipilo chlorurus" "Pipilo chlorurus" "Green-tailed Towhee"
"17980" "Pipilo erythrophthalmus" "Pipilo erythrophthalmus" "Eastern Towhee"
"17990" "Pipilo fuscus" "Pipilo fuscus" "Canyon towhee"
"18000" "Pipilo aberti" "Pipilo aberti" "Abert's towhee"
"18010" "Melozone kieneri" "Melozone kieneri" "Rusty-crowned Ground Sparrow"
"18020" "Tiaris canora" "Tiaris canora" "NA"
"18030" "Tiaris bicolor" "Tiaris bicolor" "Black-faced Grassquit"
"18040" "Sporophila torqueola" "Sporophila torqueola" "White-collared Seedeater"
"18050" "Volatinia jacarina" "Volatinia jacarina" "Blue-black Grassquit"
"18060" "Aimophila bilineata" "Aimophila" "Ajmofiloj"
"18070" "Aimophila belli" "Aimophila" "Ajmofiloj"
"18080" "Aimophila mystacalis" "Aimophila mystacalis" "NA"
"18090" "Aimophila botterii" "Aimophila botterii" "NA"
"18100" "Aimophila cassinii" "Aimophila cassinii" "NA"
"18110" "Aimophila aestivalis" "Aimophila aestivalis" "Bachman's sparrow"
"18120" "Aimophila quinquestriata" "Aimophila quinquestriata" "NA"
"18130" "Aimophila carpalis" "Aimophila carpalis" "NA"
"18140" "Aimophila ruficeps" "Aimophila ruficeps" "Rufous-crowned Sparrow"
"18150" "Aimophila rufescens" "Aimophila rufescens" "Rusty Sparrow"
"18160" "Oriturus superciliosus" "Oriturus superciliosus" "Striped Sparrow"
"18170" "Spizella arborea" "Spizella arborea" "American tree sparrow"
"18180" "Spizella passerina" "Spizella passerina" "Chipping Sparrow"
"18190" "Spizella pallida" "Spizella pallida" "Clay-colored sparrow"
"18200" "Spizella breweri" "Spizella breweri" "Brewer's Sparrow"
"18210" "Spizella pusilla" "Spizella pusilla" "Field Sparrow"
"18220" "Spizella wortheni" "Spizella wortheni" "Worthen's Sparrow"
"18230" "Spizella atrogularis" "Spizella atrogularis" "Black-chinned Sparrow"
"18240" "Chondestes grammacus" "Chondestes grammacus" "Lark Sparrow"
"18250" "Pooecetes gramineus" "Pooecetes gramineus" "Vesper Sparrow"
"18260" "Ammodramus sandwichensis" "Ammodramus sandwichensis" "NA"
"18270" "Ammodramus bairdii" "Ammodramus bairdii" "Baird's Sparrow"
"18280" "Ammodramus savannarum" "Ammodramus savannarum" "Grasshopper sparrow"
"18290" "Ammodramus leconteii" "Ammodramus leconteii" "LeConte's sparrow"
"18300" "Ammodramus caudacutus" "Ammodramus caudacutus" "saltmarsh sparrow"
"18310" "Ammodramus maritimus" "Ammodramus maritimus" "Seaside Sparrow"
"18320" "Ammodramus baileyi" "Ammodramus baileyi" "NA"
"18330" "Ammodramus henslowii" "Ammodramus henslowii" "Henslow's Sparrow"
"18340" "Zonotrichia iliaca" "Zonotrichia iliaca" "NA"
"18341" "Zonotrichia iliaca iliaca" "Zonotrichia iliaca" "NA"
"18350" "Melospiza melodia" "Melospiza melodia" "Song Sparrow"
"18360" "Zonotrichia lincolnii" "Zonotrichia lincolnii" "NA"
"18370" "Zonotrichia georgiana" "Zonotrichia georgiana" "NA"
"18380" "Zonotrichia querula" "Zonotrichia querula" "Harris's Sparrow"
"18390" "Zonotrichia leucophrys" "Zonotrichia leucophrys" "White-crowned Sparrow"
"18400" "Zonotrichia albicollis" "Zonotrichia albicollis" "White-throated Sparrow"
"18410" "Zonotrichia atricapilla" "Zonotrichia atricapilla" "Golden-crowned Sparrow"
"18420" "Junco hyemalis" "Junco hyemalis" "Dark-eyed Junco"
"18430" "Junco caniceps" "Junco caniceps" "NA"
"18440" "Junco phaeonotus" "Junco phaeonotus" "Yellow-eyed Junco"
"18450" "Calamospiza melanocorys" "Calamospiza melanocorys" "Lark Bunting"
"18460" "Calcarius mccownii" "Calcarius mccownii" "NA"
"18470" "Calcarius lapponicus" "Calcarius lapponicus" "Lapland longspur"
"18480" "Calcarius ornatus" "Calcarius ornatus" "Chestnut-collared Longspur"
"18490" "Calcarius pictus" "Calcarius pictus" "Smith's longspur"
"18500" "Plectrophenax nivalis" "Plectrophenax nivalis" "Snow Bunting"
"18501" "Plectrophenax nivalis nivalis" "Plectrophenax nivalis nivalis" "NA"
"18502" "Plectrophenax nivalis insulae" "Plectrophenax nivalis insulae" "NA"
"18510" "Emberiza siemsseni" "Emberiza siemsseni" "Slaty Bunting"
"18520" "Emberiza variabilis" "Emberiza variabilis" "Grey Bunting"
"18530" "Emberiza spodocephala" "Emberiza spodocephala" "Black-faced Bunting"
"18540" "Emberiza sulphurata" "Emberiza sulphurata" "Yellow Bunting"
"18550" "Emberiza koslowi" "Emberiza koslowi" "Tibetan Bunting"
"18560" "Emberiza leucocephalos" "Emberiza leucocephalos" "Pine Bunting"
"18570" "Emberiza citrinella" "Emberiza citrinella" "Yellow Bunting"
"18580" "Emberiza cirlus" "Emberiza cirlus" "Bruant zizi"
"18590" "Emberiza stewarti" "Emberiza stewarti" "White-capped Bunting"
"18600" "Emberiza cia" "Emberiza cia" "Rock Bunting"
"18610" "Emberiza cioides" "Emberiza cioides" "Meadow bunting"
"18620" "Emberiza jankowskii" "Emberiza jankowskii" "Jankowski's Bunting"
"18630" "Emberiza striolata" "Emberiza striolata" "Bruant striolé"
"18640" "Emberiza tahapisi" "Emberiza tahapisi" "Bergammer"
"18650" "Emberiza cineracea" "Emberiza cineracea" "Bruant cendré"
"18660" "Emberiza hortulana" "Emberiza hortulana" "Ortolan bunting"
"18670" "Emberiza buchanani" "Emberiza buchanani" "Grey-necked bunting"
"18680" "Emberiza caesia" "Emberiza caesia" "Cretzschmar's Bunting"
"18690" "Emberiza fucata" "Emberiza fucata" "Chestnut-eared Bunting"
"18700" "Emberiza elegans" "Emberiza elegans" "Yellow-throated Bunting"
"18710" "Emberiza chrysophrys" "Emberiza chrysophrys" "Yellow-browed Bunting"
"18720" "Emberiza tristrami" "Emberiza tristrami" "Tristram's Bunting"
"18730" "Emberiza rustica" "Emberiza rustica" "Rustic Bunting"
"18740" "Emberiza pusilla" "Emberiza pusilla" "Little Bunting"
"18750" "Emberiza rutila" "Emberiza rutila" "Chestnut Bunting"
"18760" "Emberiza aureola" "Emberiza aureola" "Yellow-breasted Bunting"
"18770" "Emberiza schoeniclus" "Emberiza schoeniclus" "Reed bunting"
"18771" "Emberiza schoeniclus schoeniclus" "Emberiza schoeniclus schoeniclus" "Northern Reed Bunting"
"18772" "Emberiza schoeniclus witherbyi" "Emberiza schoeniclus witherbyi" "NA"
"18780" "Emberiza pallasi" "Emberiza pallasi" "Pallas's Reed Bunting"
"18790" "Emberiza yessoensis" "Emberiza yessoensis" "Japanese Reed Bunting"
"18800" "Emberiza bruniceps" "Emberiza bruniceps" "Red-headed bunting"
"18810" "Emberiza melanocephala" "Emberiza melanocephala" "Black-headed Bunting"
"18819" "Emberiza sp." "Emberiza" "Aqelqul azegzaw (tawsit)"
"18820" "Miliaria calandra" "Miliaria calandra" "Corn bunting"
"18830" "Melophus lathami" "Melophus lathami" "NA"
"18840" "Spiza americana" "Spiza americana" "Dickcissel"
"18850" "Pheucticus chrysopeplus" "Pheucticus chrysopeplus" "Yellow Grosbeak"
"18860" "Pheucticus melanocephalus" "Pheucticus melanocephalus" "Black-headed Grosbeak"
"18870" "Pheucticus ludovicianus" "Pheucticus ludovicianus" "Rose-breasted grosbeak"
"18880" "Cardinalis cardinalis" "Cardinalis cardinalis" "Northern cardinal"
"18890" "Cardinalis sinuatus" "Cardinalis sinuatus" "Pyrrhuloxia"
"18900" "Rhodothraupis celaeno" "Rhodothraupis celaeno" "Crimson-collared Grosbeak"
"18910" "Guiraca caerulea" "Guiraca caerulea" "NA"
"18920" "Passerina cyanea" "Passerina cyanea" "Indigo bunting"
"18930" "Passerina amoena" "Passerina amoena" "Lazuli Bunting"
"18940" "Passerina versicolor" "Passerina versicolor" "Varied Bunting"
"18950" "Passerina ciris" "Passerina ciris" "Painted Bunting"
"18960" "Passerina leclancherii" "Passerina leclancherii" "Orange-breasted Bunting"
"18970" "Dolichonyx oryzivorus" "Dolichonyx oryzivorus" "Bobolink"
"18980" "Molothrus aeneus" "Molothrus aeneus" "Bronzed Cowbird"
"18990" "Molothrus ater" "Molothrus ater" "Brown-headed Cowbird"
"19000" "Euphagus cyanocephalus" "Euphagus cyanocephalus" "Brewer's blackbird"
"19010" "Euphagus carolinensis" "Euphagus" "Amerikanturpiaalit"
"19020" "Quiscalus mexicanus" "Quiscalus mexicanus" "Great-tailed Grackle"
"19030" "Quiscalus palustris" "Quiscalus palustris" "Slender-billed Grackle"
"19040" "Quiscalus major" "Quiscalus major" "Boat-tailed grackle"
"19050" "Quiscalus quiscula" "Quiscalus quiscula" "common grackle"
"19060" "Sturnella neglecta" "Sturnella neglecta" "Horned lark"
"19070" "Sturnella magna" "Sturnella magna" "Eastern Meadowlark"
"19080" "Agelaius tricolor" "Agelaius tricolor" "Tricolored Blackbird"
"19090" "Agelaius phoeniceus" "Agelaius phoeniceus" "Red-winged Blackbird"
"19100" "Agelaius humeralis" "Agelaius humeralis" "Tawny-shouldered Blackbird"
"19110" "Xanthocephalus xanthocephalus" "Xanthocephalus xanthocephalus" "Yellow-headed Blackbird"
"19120" "Icterus parisorum" "Icterus parisorum" "Scott's Oriole"
"19130" "Icterus graduacauda" "Icterus graduacauda" "Audubon's Oriole"
"19140" "Icterus wagleri" "Icterus wagleri" "Black-vented Oriole"
"19150" "Icterus dominicensis" "Icterus dominicensis" "Hispaniolan Oriole"
"19160" "Icterus cucullatus" "Icterus cucullatus" "Hooded Oriole"
"19170" "Icterus spurius" "Icterus spurius" "Orchard Oriole"
"19180" "Icterus galbula" "Icterus galbula" "Baltimore oriole"
"19190" "Icterus pustulatus" "Icterus pustulatus" "Streak-backed Oriole"
"19200" "Icterus gularis" "Icterus gularis" "Altamira Oriole"
"19210" "Icterus pectoralis" "Icterus pectoralis" "Bolsero, chorcha, chiltote, chocholpía, cholpía (península nicoyana, sobre todo Hojancha y Nicoya), bolsero pechimanchado"
"19220" "Cacicus melanicterus" "Cacicus melanicterus" "NA"
"20010" "Turtur afer" "Turtur afer" "Blue-spotted Wood-Dove"
"20020" "Thalassoica antarctica" "Thalassoica antarctica" "Antarctic Petrel"
"20030" "Ploceus cucullatus" "Ploceus cucullatus" "Village Weaver"
"20040" "Phalacrocorax capensis" "Phalacrocorax capensis" "Cape Cormorant"
"20050" "Passer griseus" "Passer griseus" "Northern Gray-headed Sparrow"
"20060" "Pagodroma nivea" "Pagodroma nivea" "Snow Petrel"
"20070" "Chionis alba" "Chionis alba" "NA"
"20080" "Hirundo lucida" "Hirundo lucida" "Red-chested Swallow"
"20090" "Diomedea chrysostoma" "Diomedea chrysostoma" "NA"
"20100" "Phoebetria palpebrata" "Phoebetria palpebrata" "Light-mantled Albatross"
"20110" "Macronectes halli" "Macronectes halli" "Northern Giant-Petrel"
"20120" "Pterodroma brevirostris" "Pterodroma brevirostris" "NA"
"20130" "Fulmarus glacialoides" "Fulmarus glacialoides" "Southern Fulmar"
"20140" "Garrodia nereis" "Garrodia nereis" "Grey-backed Storm Petrel"
"20150" "Porphyrula flavirostris" "Porphyrula flavirostris" "NA"
"20160" "Halobaena caerulea" "Halobaena caerulea" "Blue Petrel"
"20170" "Pelecanoides urinatrix" "Pelecanoides urinatrix" "Common Diving-Petrel"
"20180" "Pelecanoides georgicus" "Pelecanoides georgicus" "South Georgia Diving Petrel"
"20190" "Phalacrocorax atriceps" "Phalacrocorax atriceps" "Blauaugenscharbe"
"20191" "Phalacrocorax atriceps atriceps" "Phalacrocorax atriceps atriceps" "NA"
"20192" "Phalacrocorax atriceps nivalis" "Phalacrocorax atriceps nivalis" "heard shag"
"20193" "Phalacrocorax atriceps georgianus" "Phalacrocorax atriceps georgianus" "NA"
"20200" "Pygoscelis adeliae" "Pygoscelis adeliae" "Adelie Penguin"
"20210" "Pygoscelis antarctica" "Pygoscelis antarctica" "NA"
"20220" "Pygoscelis papua" "Pygoscelis papua" "Gentoo Penguin"
"20230" "Phoenicopterus chilensis" "Phoenicopterus chilensis" "Chilean Flamingo"
"20240" "Quelea quelea" "Quelea quelea" "Red-billed Quelea"
"20250" "Amandava amandava" "Amandava amandava" "Amadavad"
"20260" "Lonchura punctulata" "Lonchura punctulata" "Scaly-breasted Munia"
"20270" "Estrilda troglodytes" "Estrilda troglodytes" "Black-rumped Waxbill"
"20280" "Rhodopechys githaginea" "Rhodopechys githaginea" "Roselin githagine"
"20290" "Lonchura malacca" "Lonchura malacca" "Capuchino tricolor"
"20291" "Lonchura malacca malacca" "Lonchura malacca malacca" "NA"
"20292" "Lonchura malacca atricapilla" "Lonchura malacca" "Capuchino tricolor"
"20300" "Eudyptes chrysolophus" "Eudyptes chrysolophus" "Macaroni Penguin"
"20310" "Ardea melanocephala" "Ardea melanocephala" "Black-headed Heron"
"20320" "Pachyptila desolata" "Pachyptila desolata" "Antarctic Prion"
"20330" "Pterodroma incerta" "Pterodroma incerta" "Atlantic petrel"
"20340" "Cossypha natalensis" "Cossypha natalensis" "Red-capped Robin-Chat"
"20350" "Sterna hirundinacea" "Sterna hirundinacea" "South American Tern"
"20360" "Larus maculipennis" "Larus maculipennis" "NA"
"20370" "Argya fulva" "Argya fulva" "Fulvous Babbler"
"20380" "Chloephaga picta" "Chloephaga picta" "Upland Goose"
"20390" "Myiopsitta monachus" "Myiopsitta monachus" "Monk parakeet"
"20400" "Oceanodroma markhami" "Oceanodroma markhami" "Paiño de Markham"
"20410" "Ploceus melanocephalus" "Ploceus melanocephalus" "Black-headed Weaver"
"20420" "Euplectes afer" "Euplectes afer" "Yellow-crowned Bishop"
"20430" "Estrilda melpoda" "Estrilda melpoda" "Orange-cheeked Waxbill"
"20439" "Estrilda sp." "Estrilda" "Cinderella Waxbill"
"20440" "Poephila guttata" "Poephila" "キンセイチョウ属"
"20450" "Lonchura maja" "Lonchura maja" "White-headed munia"
"20459" "Lonchura sp." "Lonchura" "Pale-headed Munia"
"20460" "Charadrius marginatus" "Charadrius marginatus" "White-fronted Plover"
"20470" "Euplectes orix" "Euplectes orix" "southern red bishop"
"20480" "Euplectes franciscanos" "Euplectes franciscanus" "Northern Red Bishop"
"20490" "Pterodroma cahow" "Pterodroma cahow" "Bermuda Petrel"
"20500" "Sula capensis" "Sula capensis" "NA"
"20600" "Larus dominicanus" "Larus dominicanus" "Kelp Gull"
"20700" "Sterna vittata" "Sterna vittata" "rybitwa antarktyczna"
"20800" "Cygnus atratus" "Cygnus atratus" "Black Swan"
"20900" "Acrocephalus baeticatus" "Acrocephalus baeticatus" "African Reed Warbler"
"21000" "Andropadus importunus" "Andropadus importunus" "Sombre Greenbul"
"21100" "Batis senegalensis" "Batis senegalensis" "Senegal Batis"
"21200" "Camaroptera brachyura" "Camaroptera brachyura" "Green-backed Camaroptera"
"21300" "Chalcites basalis" "Chalcites basalis" "NA"
"21400" "Cossypha niveicapilla" "Cossypha niveicapilla" "Snowy-crowned Robin-Chat"
"21500" "Dicrurus adsimilis" "Dicrurus adsimilis" "Fork-tailed Drongo"
"21600" "Dryoscopus senegalensis" "Dryoscopus senegalensis" "Red-eyed Puffback"
"21700" "Elminia longicauda" "Elminia longicauda" "African Blue Flycatcher"
"21800" "Halcyon senegaloides" "Halcyon senegaloides" "Mangrove Kingfisher"
"21900" "Melaenomis edolioides" "Melaenornis edolioides" "Northern Black-Flycatcher"
"22000" "Melaniparus leucomelas" "Melaniparus leucomelas" "White-winged Black-Tit"
"22100" "Muscicapa caerulescens" "Muscicapa caerulescens" "Ashy Flycatcher"
"22200" "Myioparus plumbeus" "Myioparus plumbeus" "Grey Tit-Flycatcher"
"22300" "Nectarinia bifasciata" "Nectarinia bifasciata" "NA"
"22310" "Nectarinia veroxii" "Nectarinia veroxii" "NA"
"22400" "Nectarinia pulchella" "Nectarinia pulchella" "NA"
"22500" "Passer motitensis" "Passer motitensis" "Great Sparrow"
"22600" "Peliocichla pelios" "Peliocichla" "NA"
"22700" "Platysteira cyanea" "Platysteira cyanea" "Brown-throated Wattle-eye"
"22800" "Plocepasser mahali" "Plocepasser mahali" "White-browed Sparrow-Weaver"
"22900" "Sylvietta brachyura" "Sylvietta brachyura" "Northern Crombec"
"23000" "Terpsiphone rufiventer" "Terpsiphone rufiventer" "Black-headed Paradise-Flycatcher"
"23100" "Trochocercus cyanomelas" "Trochocercus cyanomelas" "Blue-mantled Crested Flycatcher"
"23200" "Accipiter tachiro" "Accipiter tachiro" "African goshawk"
"23400" "Andropadus virens" "Andropadus virens" "NA"
"23500" "Andropadus curvirostris" "Andropadus curvirostris" "NA"
"23600" "Andropadus latirostris" "Andropadus latirostris" "NA"
"23700" "Phyllastrephus albigularis" "Phyllastrephus albigularis" "White-throated Greenbul"
"23800" "Bleda canicapilla" "Bleda canicapilla" "NA"
"23900" "Criniger barbatus" "Criniger barbatus" "Western Bearded Greenbul"
"24000" "Criniger calurus" "Criniger calurus" "Red-tailed Greenbul"
"24200" "Stiphrornis erythrothorax" "Stiphrornis erythrothorax" "Forest Robin"
"24300" "Camaroptera brevicaudata" "Camaroptera brevicaudata" "Grey-backed Camaroptera"
"24400" "Sylvietta virens" "Sylvietta virens" "Green Crombec"
"24500" "Hylia prasina" "Hylia prasina" "Green Hylia"
"24600" "Fraseria cinerascens" "Fraseria cinerascens" "White-browed Forest Flycatcher"
"24700" "Dyaphorophyia castanea" "Dyaphorophyia castanea" "NA"
"24800" "Tchitrea rufiventer" "Tchitrea" "NA"
"24900" "Illadopsis rufescens" "Illadopsis rufescens" "Rufous-winged Illadopsis"
"24997" "Cage & exotic birds" "Cafe" "NA"
"24998" "Hybrids & intermediates" "Hybridus" "Argentiinanvyötiäinen"
"25000" "Trichastoma moloneyanum iboensis" "Trichastoma" "White-chested Babbler"
"25100" "Anthreptes collaris" "Anthreptes collaris" "NA"
"25200" "Cyanomitra olivacea" "Cyanomitra olivacea" "Olive Sunbird"
"25300" "Nicator chloris" "Nicator chloris" "Western Nicator"
"25400" "Malimbus nitens" "Malimbus nitens" "Blue-billed Malimbe"
"25500" "Spermophaga haematina" "Spermophaga haematina" "Western Bluebill"
"25600" "Laniarius aethiopicus" "Laniarius aethiopicus" "Ethiopian Boubou"
"25700" "Callonetta leucophrys" "Callonetta leucophrys" "Cudokaczka"
"25800" "Mareca sibilatrix" "Mareca sibilatrix" "Chiloe Wigeon"
"26000" "Pyrrhura orcesi" "Pyrrhura orcesi" "El Oro Parakeet"
"26100" "Atlapetes pallidiceps" "Atlapetes pallidiceps" "Pale-headed Brushfinch"
"26200" "Cyanoliseus patagonus" "Cyanoliseus patagonus" "Burrowing Parrot"
"26300" "Larus belcheri" "Larus belcheri" "Belcher's Gull"
"26400" "Ploceus castaneiceps" "Ploceus castaneiceps" "Taveta Weaver"
"26410" "Ploceus capitalis" "Ploceus" "Mnana"
"26420" "Ploceus intermedius" "Ploceus intermedius" "Lesser Masked-Weaver"
"26430" "Vidua macroura" "Vidua macroura" "Pin-tailed Whydah"
"26440" "Estrilda perreina" "Estrilda perreini" "Grey Waxbill"
"26450" "Estrilda rhodopyga" "Estrilda rhodopyga" "Astrild à croupion rose"
"26460" "Amaurornis flavirostris" "Amaurornis flavirostris" "NA"
"26470" "Vanellus albiceps" "Vanellus albiceps" "White-crowned Lapwing"
"26480" "Illadopsis puveli" "Illadopsis puveli" "Puvel's Illadopsis"
"26490" "Prionops plumatus" "Prionops plumatus" "White Helmetshrike"
"26500" "Calamator levaillautii" "Clamator levaillantii" "Levaillant's Cuckoo"
"26510" "Streptopelia vinacea" "Streptopelia vinacea" "Vinaceous Dove"
"26520" "Campethera punctuligera" "Campethera punctuligera" "Fine-spotted Woodpecker"
"26530" "Turdus pelios" "Turdus pelios" "African Thrush"
"26540" "Chlorocichla flavicollis" "Chlorocichla flavicollis" "NA"
"26550" "Lybius dubius" "Lybius dubius" "Bearded Barbet"
"26560" "Larus argentatus mongolicus" "Larus argentatus mongolicus" "NA"
"26570" "Anas crecca carolinensis" "Anas crecca carolinensis" "NA"
"26580" "Sylvia minula" "Sylvia minula" "Desert Whitethroat"
"26590" "Nettapus auritus" "Nettapus auritus" "African pygmy goose"
"26600" "Coturnix delegorguei" "Coturnix delegorguei" "Harlequin quail"
"26610" "Psittacula eupatria" "Psittacula eupatria" "Alexandrine Parakeet"
"26620" "Euplectes albonotatus" "Euplectes albonotatus" "White-winged Widowbird"
"26632" "Larus argentatus smithsonianus" "Larus argentatus smithsonianus" "NA"
"26642" "Motacilla flava leucocephala" "Motacilla flava leucocephala" "NA"
"26643" "Motacilla flava simillima" "Motacilla flava simillima" "NA"
"26650" "Tadorna radjah" "Tadorna radjah" "Radjah Shelduck"
"26660" "Tadorna cana" "Tadorna cana" "kazarka szarogłowa"
"26670" "Tadorna tadornoides" "Tadorna tadornoides" "Australian shelduck"
"26680" "Tadorna variegata" "Tadorna variegata" "Paradise shelduck"
"26690" "Amazona oratrix" "Amazona oratrix" "Yellow-headed Amazon"
"26700" "Pachyptila belcheri" "Pachyptila belcheri" "Slender-billed Prion"
"26710" "Centropus superciliosus" "Centropus superciliosus" "White-browed Coucal"
"26711" "Centropus superciliosus superciliosus" "Centropus superciliosus superciliosus" "NA"
"26712" "Centropus superciliosus sokotrae" "Centropus superciliosus sokotrae" "NA"
"26713" "Centropus superciliosus loandae" "Centropus superciliosus loandae" "NA"
"26714" "Centropus superciliosus burchellii" "Centropus superciliosus burchellii" "NA"
"26720" "Agelaius cyanopus" "Agelaius cyanopus" "NA"
"26730" "Ammodramus humeralis" "Ammodramus humeralis" "Grassland Sparrow"
"26740" "Anthus hellmayri" "Anthus hellmayri" "Hellmayr's Pipit"
"26750" "Aratinga leucophthalmus" "Aratinga leucophthalmus" "NA"
"26760" "Arremon taciturnus" "Arremon taciturnus" "Pectoral Sparrow"
"26770" "Attila bolivianus" "Attila bolivianus" "White-eyed Attila"
"26780" "Buteo magnirostris" "Buteo magnirostris" "Gavilán chapulinero"
"26790" "Cacicus cela" "Cacicus cela" "Yellow-rumped Cacique"
"26800" "Camptostoma obsoletum" "Camptostoma obsoletum" "Southern Beardless-Tyrannulet"
"26810" "Caprimulgus parvulus parvulus" "Caprimulgus parvulus parvulus" "NA"
"26820" "Certhiaxis cinnamomea" "Certhiaxis cinnamomea" "NA"
"26830" "Chloroceryle amazona" "Chloroceryle amazona" "Amazon Kingfisher"
"26840" "Cnemotriccus fuscatus" "Cnemotriccus fuscatus" "Fuscous Flycatcher"
"26850" "Colaptes campestris" "Colaptes campestris" "Campo Flicker"
"26860" "Columbina picui" "Columbina picui" "Picui Ground-Dove"
"26870" "Coryphaspiza melanotis" "Coryphaspiza melanotis" "Black-masked Finch"
"26880" "Cranioleuca gutturata" "Cranioleuca gutturata" "Speckled Spinetail"
"26890" "Crypturellus parvirostris" "Crypturellus parvirostris" "Small-billed Tinamou"
"26900" "Culicivora caudacuta" "Culicivora caudacuta" "Sharp-tailed Grass Tyrant"
"26910" "Deconychura longicauda" "Deconychura longicauda" "Long-tailed Woodcreeper"
"26920" "Dendrocincla merula" "Dendrocincla merula" "White-chinned Woodcreeper"
"26921" "Dendrocincla merula merula" "Dendrocincla merula merula" "NA"
"26930" "Donacobius atricapilla" "Donacobius atricapilla" "Black-capped Donacobius"
"26940" "Donacospiza albifrons" "Donacospiza albifrons" "Long-tailed Reed Finch"
"26950" "Dysithamnus mentalis" "Dysithamnus mentalis" "Plain Antvireo"
"26960" "Elaenia flavogaster" "Elaenia flavogaster" "Yellow-bellied Elaenia"
"26970" "Elaenia parvirostris" "Elaenia parvirostris" "Small-billed Elaenia"
"26980" "Emberizoides herbicola" "Emberizoides herbicola" "Wedge-tailed Grass-Finch"
"26990" "Eucometis penicillata" "Eucometis penicillata" "Gray-headed Tanager"
"26991" "Eucometis penicillata penicillata" "Eucometis penicillata penicillata" "NA"
"27000" "Euphonia chlorotica" "Euphonia chlorotica" "Purple-throated Euphonia"
"27010" "Euphonia laniirostris" "Euphonia laniirostris" "Thick-billed Euphonia"
"27011" "Euphonia laniirostris laniirostris" "Euphonia laniirostris laniirostris" "NA"
"27020" "Formicivora rufa" "Formicivora rufa" "Rusty-backed Antwren"
"27030" "Furnarius leucopus" "Furnarius leucopus" "Pale-legged Hornero"
"27031" "Furnarius leucopus leucopus" "Furnarius leucopus leucopus" "NA"
"27040" "Furnarius rufus" "Furnarius rufus" "Rufous hornero"
"27050" "Galbula ruficauda" "Galbula ruficauda" "Rufous-tailed Jacamar"
"27051" "Galbula ruficauda ruficauda" "Galbula ruficauda ruficauda" "NA"
"27060" "Geothlypis aequinoctialis" "Geothlypis aequinoctialis" "メンガタアメリカムシクイ"
"27061" "Geothlypis aequinoctialis aequinoctialis" "Geothlypis aequinoctialis aequinoctialis" "NA"
"27070" "Hemitriccus flammulatus" "Hemitriccus flammulatus" "Flammulated Bamboo Tyrant"
"27080" "Hemitriccus zosterops" "Hemitriccus zosterops" "White-eyed Tody-Tyrant"
"27090" "Hydropsalis brasiliana" "Hydropsalis brasiliana" "NA"
"27100" "Icterus cayanensis" "Icterus cayanensis" "Epaulet Oriole"
"27110" "Inezia inornata" "Inezia inornata" "Plain Inezia"
"27120" "Jacana jacana" "Jacana jacana" "Wattled Jacana"
"27130" "Knipolegus hudsoni" "Knipolegus hudsoni" "Hudson's Black Tyrant"
"27140" "Laterallus melanophaius" "Laterallus melanophaius" "Rufous-sided Crake"
"27150" "Lathrotriccus euleri" "Lathrotriccus euleri" "Euler's Flycatcher"
"27160" "Lepidocolaptes angustirostris" "Lepidocolaptes angustirostris" "Narrow-billed Woodcreeper"
"27170" "Leptopogon amaurocephalus" "Leptopogon amaurocephalus" "Sepia-capped Flycatcher"
"27180" "Leptotila rufaxilla" "Leptotila rufaxilla" "Gray Fronted Dove"
