'IDENT1'	'SYSTEM1'	'IDENT2_NOPREFIX'	'Level'	'LAT_NAME'	'EN_NAME'	'DESC_LINK'	'BODY_LENGTH[cm]'	'WING_SPAN[cm]'						'GROUP_KEY_1'	'GROUP_KEY_2'	'GROUP_KEY_3'	'valid_authority'	'LOC_KEY'	'REST_LINK'	'MIG_LINK'	'FOTO_LINK'	'AERIAL_LINK'	'SCHEMA_LINK'	'MES_LINK'	'STS_LAW'
'REP_000001'	'Custom'	'000001'	'UI'		'unidentified turtle sp.'					'f'	'f'	't'	'f'	'Reptile'	'Turtle'	'unknown'									
'REP_137209'	'WoRMS'	'137209'	'S'	'Dermochelys coriacea'	'Leatherback Turtle '	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137209 '	'150 - 180'		'https://www.fisheries.noaa.gov/species/leatherback-turtle'	'f'	'f'	't'	'f'	'Reptile'	'Turtle'	'known'	'(Vandelli, 1761)'								
'REP_137205'	'WoRMS'	'137205'	'S'	'Caretta caretta'	'Loggerhead Turtle'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137205 '	'85-100'		'https://animaldiversity.org/accounts/Caretta_caretta/'	'f'	'f'	't'	'f'	'Reptile'	'Turtle'	'known'	'(Linnaeus, 1758)'								
'REP_137206'	'WoRMS'	'137206'	'S'	'Chelonia mydas'	'Green Turtle'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137206 '	140		'https://www.marlin.ac.uk/species/detail/2166'	'f'	'f'	't'	'f'	'Reptile'	'Turtle'	'known'	'(Linnaeus, 1758)'								
'REP_137207'	'WoRMS'	'137207'	'S'	'Eretmochelys imbricata'	'Hawksbill Turtle'	'http://www.marinespecies.org/aphia.php?p=taxdetails&id=137207 '	'67.5-114'		'https://animaldiversity.org/accounts/Eretmochelys_imbricata/'	'f'	'f'	't'	'f'	'Reptile'	'Turtle'	'known'	'(Linnaeus, 1766)'								
'REP_1378193'	'WoRMS'	'1378193'	'S'	'Chelydra serpentina'	'Snapping Turtle'		'20-45'		'https://animaldiversity.org/accounts/Chelydra_serpentina/'	'f'	'f'	't'	'f'	'Reptile'	'Turtle'	'known'									
'M_000010'	'Custom'	'000010'	'UI'		'unidentified land mammal sp.'					'f'	'f'	'f'	't'	'Mammal'	'Unknown'	'unknown'									
'M_137076'	'WoRMS'	'137076'	'S'	'Lutra lutra'	'Eurasian Otter'		13		'https://observation.org/species/417/'	'f'	'f'	'f'	't'	'Mammal'	'Semiaquatic'	'known'									
'M_000020'	'Custom'	'000020'	'S'	'Neovison vison'	'American Mink'		56		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/american-mink'	'f'	'f'	'f'	't'	'Mammal'	'Semiaquatic'	'known'									
'M_000030'	'Custom'	'000030'	'S'	'Vulpes vulpes'	'Red Fox'		150		'https://www.conserveireland.com/mammals/red_fox.php'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000040'	'Custom'	'000040'	'S'	'Meles meles'	'Eurasian Badger'		'75-100'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/european-badger'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000050'	'Custom'	'000050'	'S'	'Mustela erminea'	'Stoat'		'24-32'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/stoat'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000060'	'Custom'	'000060'	'S'	'Mustela nivalis'	'Weasel'		'17-22'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/weasel'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000070'	'Custom'	'000070'	'S'	'Oryctolagus cuniculus'	'Rabbit'		'38-50'		'https://animaldiversity.org/accounts/Oryctolagus_cuniculus/'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000080'	'Custom'	'000080'	'S'	' Lepus timidus'	'Irish Hare'		'430-610'		'https://animaldiversity.org/accounts/Lepus_timidus/'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000090'	'Custom'	'000090'	'S'	'Sciurus vulgaris'	'Red Squirrel'		23		'https://www.fotawildlife.ie/animals-plants/view/red-squirrel'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000100'	'Custom'	'000100'	'S'	'Sciurus carolinensis'	'Grey Squirrel'		'24-28.5'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/grey-squirrel'	'f'	'f'	'f'	't'	'Mammal'	'Land'	'known'									
'M_000110'	'Custom'	'000110'	'S'	'Plecotus auritus'	'Brown Long-eared Bat'		'4.5-5.3'	'24-28'	'https://irelandswildlife.com/brown-long-eared-bat-plecotus-auritus/'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000120'	'Custom'	'000120'	'S'	'Barbastella barbastellus'	'Western Barbastella'		'4-5.5'	'26-29'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/barbastelle-bat'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000130'	'Custom'	'000130'	'S'	'Pipistrellus pipistrellus/P. pygmaeus sp.'	'Common Pipistrelle/Soprano Pipistrelle sp.'					'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000140'	'Custom'	'000140'	'S'	'Pipistrellus nathusii'	'Nathusius Pipistrelle'		'3.5-4.5'	'20-23'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/common-pipistrelle'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000150'	'Custom'	'000150'	'S'	'Myotis natteri'	'Natterers Bat'		'4  5'	'24.5-30'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/natterers-bat'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000160'	'Custom'	'000160'	'S'	'Myotis bechsteini'	'Bechsteins Bat'		'4.3-5.3'	'25-30'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/bechsteins-bat'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000170'	'Custom'	'000170'	'S'	'Myotis brandti'	'Brandts Bat'		'3.8-5'	'21-24'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/brandts-bat'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000180'	'Custom'	'000180'	'S'	'Myotis mystacinus'	'Whiskered Bat'		'3.5-4.8'	'21-24'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/whiskered-bat'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000190'	'Custom'	'000190'	'S'	'Myotis daubentoni'	'Daubentons Bat'		'4.5-5.5'	'24-27'	'https://www.wildlifetrusts.org/wildlife-explorer/mammals/daubentons-bat'	'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000200'	'Custom'	'000200'	'S'	'Myotis dasycneme'	'Pond Bat'					'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000210'	'Custom'	'000210'	'UI'		'unknown bat sp.'					'f'	'f'	'f'	't'	'Mammal'	'Bat'	'known'									
'M_000220'	'Custom'	'000220'	'S'	'Rattus rattus'	'Black Rat'		'16-22'		'https://animaldiversity.org/accounts/Rattus_rattus/'	'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'known'									
'M_000230'	'Custom'	'000230'	'S'	'Rattus norvegicus'	'Brown Rat'		'15-27'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/brown-rat'	'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'known'									
'M_000240'	'Custom'	'000240'	'UI'	'Rattus sp.'	'unknown rat sp.'					'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'unknown'									
'M_000250'	'Custom'	'000250'	'S'	'Mus musculus'	'House Mouse'		10		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/house-mouse'	'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'known'									
'M_000260'	'Custom'	'000260'	'S'	'Apodemus sylvaticus'	'Wood Mouse'		'8   10'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/wood-mouse'	'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'known'									
'M_000270'	'Custom'	'000270'	'S'	'Muscardinus avellanarius'	'Hazel Dormouse '		'6    9'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/hazel-dormouse'	'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'known'									
'M_000280'	'Custom'	'000280'	'UI'		'unidentified mouse sp.'					'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'unknown'									
'M_000290'	'Custom'	'000290'	'UI'		'unidentified rodent sp.'					'f'	'f'	'f'	't'	'Mammal'	'Rodent'	'unknown'									
'M_000300'	'Custom'	'000300'	'S'	'Dama dama'	'Fallow Deer'		'130-180'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/fallow-deer'	'f'	'f'	'f'	't'	'Mammal'	'Deer'	'known'									
'M_000310'	'Custom'	'000310'	'S'	'Cervus elaphus'	'Red Deer'		'170-200'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/red-deer'	'f'	'f'	'f'	't'	'Mammal'	'Deer'	'known'									
'M_000320'	'Custom'	'000320'	'S'	'Capreolus capreolus'	'Roe Deer'		'90-130'		'https://www.wildlifetrusts.org/wildlife-explorer/mammals/roe-deer'	'f'	'f'	'f'	't'	'Mammal'	'Deer'	'known'									
'M_000330'	'Custom'	'000330'	'S'	'Cervus nippon'	'Sika Deer'		'F:50-90     M:70-95'		'https://www.irishdeersociety.ie/japanese-sika/'	'f'	'f'	'f'	't'	'Mammal'	'Deer'	'known'									
'M_000340'	'Custom'	'000340'	'UI'		'unidentified deer sp.'					'f'	'f'	'f'	't'	'Mammal'	'Deer'	'unknown'									
